# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 975K of event 'task-clock'
# Event count (approx.): 975901000000
#
# Children      Self  Command  Shared Object         Symbol                                                         
# ........  ........  .......  ....................  ...............................................................
#
    99.97%    99.95%  main     main                  [.] matrixMultiplyJKI(double*, double*, double*, int, int, int)
            |          
             --99.92%--0
                       matrixMultiplyJKI(double*, double*, double*, int, int, int)

    99.94%     0.00%  main     [unknown]             [.] 0000000000000000
            |
            ---0
               matrixMultiplyJKI(double*, double*, double*, int, int, int)

     0.04%     0.01%  main     [kernel.kallsyms]     [k] clockevents_program_event
     0.04%     0.00%  main     [kernel.kallsyms]     [k] __do_softirq
     0.04%     0.00%  main     [kernel.kallsyms]     [k] search_exception_tables
     0.04%     0.04%  main     [kernel.kallsyms]     [k] __memcpy
     0.04%     0.00%  main     [kernel.kallsyms]     [k] search_extable
     0.03%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_write_begin
     0.03%     0.03%  main     [kernel.kallsyms]     [k] __irqentry_text_end
     0.03%     0.03%  main     [kernel.kallsyms]     [k] read_tsc
     0.03%     0.00%  main     [kernel.kallsyms]     [k] tick_sched_do_timer
     0.03%     0.00%  main     [kernel.kallsyms]     [k] perf_event_task_tick
     0.03%     0.00%  main     [kernel.kallsyms]     [k] __perf_event_header__init_id
     0.03%     0.00%  main     [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.03%     0.00%  main     [kernel.kallsyms]     [k] tick_do_update_jiffies64
     0.03%     0.00%  main     [kernel.kallsyms]     [k] asm_common_interrupt
     0.03%     0.00%  main     [kernel.kallsyms]     [k] common_interrupt
     0.03%     0.01%  main     [kernel.kallsyms]     [k] update_load_avg
     0.03%     0.00%  main     [kernel.kallsyms]     [k] update_wall_time
     0.03%     0.02%  main     [kernel.kallsyms]     [k] asm_exc_nmi
     0.03%     0.02%  main     [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.03%     0.00%  main     [kernel.kallsyms]     [k] local_clock
     0.03%     0.01%  main     [kernel.kallsyms]     [k] __get_user_handle_exception
     0.03%     0.01%  main     [kernel.kallsyms]     [k] timekeeping_advance
     0.03%     0.00%  main     [unknown]             [k] 0xc8c31d08a13c8acd
     0.03%     0.00%  main     [unknown]             [k] 0x0000000000000017
     0.03%     0.00%  main     libc.so.6             [.] __memset_evex_unaligned_erms
     0.03%     0.01%  main     [kernel.kallsyms]     [k] local_clock_noinstr
     0.02%     0.00%  main     [unknown]             [.] 0x4162ee2bb50cbb99
     0.02%     0.00%  main     [kernel.kallsyms]     [k] blk_done_softirq
     0.02%     0.00%  main     [kernel.kallsyms]     [k] blk_complete_reqs
     0.02%     0.00%  main     [kernel.kallsyms]     [k] scsi_complete
     0.02%     0.00%  main     [kernel.kallsyms]     [k] scsi_finish_command
     0.02%     0.00%  main     [kernel.kallsyms]     [k] scsi_io_completion
     0.02%     0.00%  main     [kernel.kallsyms]     [k] scsi_end_request
     0.02%     0.00%  main     libc.so.6             [.] __munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __x64_sys_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __vm_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] do_vmi_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] do_vmi_align_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] unmap_region
     0.02%     0.00%  main     [kernel.kallsyms]     [k] blk_update_request
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __alloc_pages
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_write_end
     0.02%     0.02%  main     [kvm]                 [k] kvm_guest_state
     0.02%     0.01%  main     [kernel.kallsyms]     [k] folio_batch_move_lru
     0.02%     0.00%  main     [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.02%     0.00%  main     [kernel.kallsyms]     [k] bio_endio
     0.02%     0.00%  main     [kernel.kallsyms]     [k] irqentry_exit
     0.02%     0.00%  main     [kernel.kallsyms]     [k] generic_write_end
     0.02%     0.00%  main     [kernel.kallsyms]     [k] end_swap_bio_write
     0.02%     0.02%  main     [kernel.kallsyms]     [k] cmp_ex_search
     0.02%     0.00%  main     [kernel.kallsyms]     [k] unmap_vmas
     0.02%     0.00%  main     [kernel.kallsyms]     [k] unmap_single_vma
     0.02%     0.00%  main     [kernel.kallsyms]     [k] unmap_page_range
     0.02%     0.00%  main     [kernel.kallsyms]     [k] zap_pmd_range.isra.0
     0.02%     0.00%  main     [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __filemap_get_folio
     0.02%     0.02%  main     [kernel.kallsyms]     [k] native_sched_clock
     0.02%     0.00%  main     [kernel.kallsyms]     [k] zap_pte_range
     0.02%     0.00%  main     [kernel.kallsyms]     [k] sched_clock_noinstr
     0.02%     0.00%  main     [kernel.kallsyms]     [k] vma_alloc_folio
     0.02%     0.00%  main     [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.02%     0.00%  main     [kernel.kallsyms]     [k] enqueue_hrtimer
     0.02%     0.00%  main     [kernel.kallsyms]     [k] release_pages
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __end_swap_bio_write
     0.02%     0.00%  main     [kernel.kallsyms]     [k] task_work_run
     0.02%     0.00%  main     [kernel.kallsyms]     [k] end_page_writeback
     0.02%     0.01%  main     [kernel.kallsyms]     [k] task_clock_event_read
     0.02%     0.00%  main     [kernel.kallsyms]     [k] folio_end_writeback
     0.02%     0.02%  main     [kernel.kallsyms]     [k] timerqueue_add
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __folio_alloc
     0.02%     0.02%  main     [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.02%     0.00%  main     [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.02%     0.02%  main     [kernel.kallsyms]     [k] perf_output_begin_forward
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __mark_inode_dirty
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __remove_hrtimer
     0.02%     0.01%  main     [kernel.kallsyms]     [k] __task_pid_nr_ns
     0.02%     0.00%  main     [kernel.kallsyms]     [k] tlb_batch_pages_flush
     0.02%     0.00%  main     [kernel.kallsyms]     [k] free_pages_and_swap_cache
     0.02%     0.00%  main     libc.so.6             [.] __close_nocancel
     0.02%     0.00%  main     [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ____fput
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __fput
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ext4_release_file
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ext4_alloc_da_blocks
     0.02%     0.00%  main     [kernel.kallsyms]     [k] filemap_flush
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __filemap_fdatawrite_range
     0.02%     0.00%  main     [kernel.kallsyms]     [k] filemap_fdatawrite_wbc
     0.02%     0.00%  main     [kernel.kallsyms]     [k] do_writepages
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ext4_writepages
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ext4_do_writepages
     0.01%     0.01%  main     [kernel.kallsyms]     [k] exc_nmi
     0.01%     0.01%  main     [kernel.kallsyms]     [k] get_callchain_entry
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_add_folio
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __output_copy
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_dirty_inode
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __raw_spin_lock_irqsave
     0.01%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.01%     0.00%  main     [kernel.kallsyms]     [k] tlb_flush_mmu
     0.01%     0.00%  main     [kernel.kallsyms]     [k] timekeeping_update
     0.01%     0.00%  main     [kernel.kallsyms]     [k] folio_add_lru
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mpage_map_and_submit_extent
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mpage_map_and_submit_buffers
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_block_write_begin
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mpage_submit_folio
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%     0.01%  main     [kernel.kallsyms]     [k] bsearch
     0.01%     0.01%  main     [kernel.kallsyms]     [k] lapic_next_deadline
     0.01%     0.01%  main     [kernel.kallsyms]     [k] ktime_get
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __mod_lruvec_state
     0.01%     0.00%  main     [kernel.kallsyms]     [k] perf_instruction_pointer
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%     0.00%  main     [kernel.kallsyms]     [k] folio_rotate_reclaimable
     0.01%     0.01%  main     [kernel.kallsyms]     [k] rmqueue
     0.01%     0.01%  main     [kernel.kallsyms]     [k] lru_gen_add_folio
     0.01%     0.00%  main     [kernel.kallsyms]     [k] trigger_load_balance
     0.01%     0.01%  main     [kernel.kallsyms]     [k] perf_output_put_handle
     0.01%     0.00%  main     [kernel.kallsyms]     [k] perf_output_end
     0.01%     0.01%  main     [kernel.kallsyms]     [k] update_cfs_group
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __rcu_read_unlock
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.01%     0.00%  main     [kernel.kallsyms]     [k] free_unref_page_list
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __filemap_add_folio
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_mark_iloc_dirty
     0.01%     0.00%  main     [kernel.kallsyms]     [k] lru_add_fn
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_get_block_prep
     0.01%     0.00%  main     [kernel.kallsyms]     [k] nohz_balancer_kick
     0.01%     0.01%  main     [kernel.kallsyms]     [k] idle_cpu
     0.01%     0.01%  main     [kernel.kallsyms]     [k] sync_regs
     0.01%     0.01%  main     [kernel.kallsyms]     [k] rb_next
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_map_blocks.constprop.0
     0.01%     0.00%  main     [kernel.kallsyms]     [k] folio_add_lru_vma
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.01%     0.01%  main     [kernel.kallsyms]     [k] native_write_msr
     0.01%     0.00%  main     [kernel.kallsyms]     [k] perf_callchain_user
     0.01%     0.00%  main     [kernel.kallsyms]     [k] lru_gen_del_folio.constprop.0
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __block_commit_write.constprop.0
     0.01%     0.00%  main     [kernel.kallsyms]     [k] block_write_end
     0.01%     0.01%  main     [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%     0.00%  main     [kernel.kallsyms]     [k] lru_move_tail_fn
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_fill_raw_inode
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_do_update_inode.isra.0
     0.01%     0.00%  main     [kernel.kallsyms]     [k] perf_misc_flags
     0.01%     0.00%  main     [kernel.kallsyms]     [k] rcu_sched_clock_irq
     0.01%     0.00%  main     [kernel.kallsyms]     [k] run_rebalance_domains
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%     0.00%  main     [kernel.kallsyms]     [k] lru_move_tail_fn.part.0
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __rcu_read_lock
     0.01%     0.00%  main     [unknown]             [k] 0x6d2f2f687461705f
     0.01%     0.00%  main     libc.so.6             [.] __GI___libc_open
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __x64_sys_openat
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_sys_openat2
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_filp_open
     0.01%     0.00%  main     [kernel.kallsyms]     [k] path_openat
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_open
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_truncate
     0.01%     0.00%  main     [kernel.kallsyms]     [k] notify_change
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_setattr
     0.01%     0.00%  main     [kernel.kallsyms]     [k] truncate_pagecache
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mark_buffer_dirty
     0.01%     0.00%  main     [kernel.kallsyms]     [k] x86_pmu_disable
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_alloc_folio
     0.01%     0.00%  main     [kernel.kallsyms]     [k] folio_alloc
     0.01%     0.00%  main     [kernel.kallsyms]     [k] alloc_pages
     0.01%     0.01%  main     [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.01%     0.00%  main     [kernel.kallsyms]     [k] account_process_tick
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_bio_write_folio
     0.01%     0.01%  main     [kernel.kallsyms]     [k] error_entry
     0.01%     0.00%  main     [kernel.kallsyms]     [k] account_user_time
     0.01%     0.00%  main     [kernel.kallsyms]     [k] folio_clear_dirty_for_io
     0.01%     0.00%  main     [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.01%     0.00%  main     [kernel.kallsyms]     [k] truncate_inode_pages_range
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_inode_csum_set
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_inode_csum
     0.01%     0.01%  main     [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  main     [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __mod_node_page_state
     0.00%     0.00%  main     [kernel.kallsyms]     [k] free_unref_page_commit
     0.00%     0.00%  main     [kernel.kallsyms]     [k] kmem_cache_alloc
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  main     [kernel.kallsyms]     [k] crypto_shash_update
     0.00%     0.00%  main     [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __folio_mark_dirty
     0.00%     0.00%  main     [kernel.kallsyms]     [k] nmi_uaccess_okay
     0.00%     0.00%  main     [kernel.kallsyms]     [k] hrtimer_forward
     0.00%     0.00%  main     [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] create_empty_buffers
     0.00%     0.00%  main     [kernel.kallsyms]     [k] native_read_msr
     0.00%     0.00%  main     [kernel.kallsyms]     [k] raw_notifier_call_chain
     0.00%     0.00%  main     [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_trylock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __common_interrupt
     0.00%     0.00%  main     [kernel.kallsyms]     [k] bio_free
     0.00%     0.00%  main     [kernel.kallsyms]     [k] mempool_free_slab
     0.00%     0.00%  main     [kernel.kallsyms]     [k] bio_put
     0.00%     0.00%  main     [kernel.kallsyms]     [k] free_unref_page_prepare
     0.00%     0.00%  main     [kernel.kallsyms]     [k] page_remove_rmap
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __folio_end_writeback
     0.00%     0.00%  main     [kernel.kallsyms]     [k] mempool_free
     0.00%     0.00%  main     [kernel.kallsyms]     [k] rebalance_domains
     0.00%     0.00%  main     [kernel.kallsyms]     [k] folio_add_new_anon_rmap
     0.00%     0.00%  main     [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  main     [kernel.kallsyms]     [k] folio_account_dirtied
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.00%     0.00%  main     [kernel.kallsyms]     [k] update_vsyscall
     0.00%     0.00%  main     [kernel.kallsyms]     [k] rb_erase
     0.00%     0.00%  main     [kernel.kallsyms]     [k] reweight_entity
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __rmqueue_pcplist
